Corina	B-PERSON
Casanova	I-PERSON
bir	O
federal	O
parlementerdir	O
.	O

Casanova	B-PERSON
,	O
Hristiyan	B-ORG
Demokrat	I-ORG
Halk	I-ORG
Partisi	I-ORG
üyesi	O
üyedidir	O
ve	O
altı	B-CARDINAL
dilde	O
konuşmaktadır	O
:	O
Romanş	B-LANGUAGE
dili	O
,	O
Almanca	B-LANGUAGE
,	O
Fransızca	B-LANGUAGE
,	O
İtalyanca	B-LANGUAGE
,	O
İngilizce	B-LANGUAGE
ve	O
İspanyolca	B-LANGUAGE
.	O

İsviçre	B-ORG
Dışişleri	I-ORG
Bakanlığı	I-ORG
,	O
İsviçre	B-GPE
federal	O
yönetiminin	O
bir	O
bölümüdür	O
.	O

İsviçre'nin	B-GPE
dış	O
ilişkilerini	O
sürdürmekle	O
görevlidir	O
.	O

Denton	B-GPE
,	O
Amerika	B-GPE
Birleşik	I-GPE
Devletleri'nde	I-GPE
Teksas	B-GPE
eyaletinin	I-GPE
Denton	B-GPE
bölgesindeki	O
bir	O
şehirdir	O
.	O

Coğrafî	O
olarak	O
Oklahoma	B-GPE
Teksas	B-GPE
sınırının	O
61	B-QUANTITY
kilometre	I-QUANTITY
güneyinde	O
ve	O
Dallas'ın	B-GPE
63	B-QUANTITY
kilometre	I-QUANTITY
kuzeydoğusunda	O
yer	O
alır	O
.	O

Şehir	O
,	O
Kuzey	B-GPE
Teksas'ın	I-GPE
en	O
büyük	O
üniversitesi	O
olan	O
Kuzey	B-ORG
Teksas	I-ORG
Üniversitesi	I-ORG
ile	O
kurulduğu	O
1994	B-DATE
yılından	O
beri	O
tek	O
cinsiyetli	O
eğitim	O
yapan	O
Teksas	B-ORG
Kadınlar	I-ORG
Üniversitesi'ne	O
ev	O
sahipliği	O
yapmaktadır	O
.	O

Howard	B-PERSON
Stark	I-PERSON
,	O
Marvel'ın	O
kurgusal	O
bir	O
karakteridir	O
.	O

İlk	B-ORDINAL
genel	O
gösteri	O
,	O
Dünya	O
Çapında	O
Pazarlamadan	O
Sorumlu	O
Kıdemli	O
Başkan	O
Yardımcısı	O
Serlet	B-PERSON
ve	O
Phil	B-PERSON
Schiller	I-PERSON
tarafından	O
,	O
WWDC	B-EVENT
2009'da	I-EVENT
sunulmuştur	O
.	O

Ayrıca	O
belirtmek	O
gerekir	O
ki	O
64	O
bit	O
(	O
x	O
86	O
_	O
64	O
)	O
mimarisinden	O
faydalanabilmek	O
,	O
getirilerinden	O
istifade	O
edebilmek	O
için	O
2008	B-DATE
yılında	I-DATE
lanse	O
edilen	O
,	O
piyasaya	O
sunulan	O
bir	O
Macintosh	B-PRODUCT
gerekmektedir	O
.	O

Tek	O
Kullanımlık	O
:	O
Yerler	B-PRODUCT
,	O
Mac	B-PRODUCT
OS	I-PRODUCT
X	I-PRODUCT
sürümünde	O
bulunan	O
hiçbir	O
kısıtlama	O
olmadan	O
zaten	O
yüklü	O
olması	O
gerekecektir	O
.	O

Snow	B-PRODUCT
Leopard	I-PRODUCT
Yükseltme	O
lisansı	O
,	O
satın	O
alma	O
,	O
8	B-DATE
Haziran	I-DATE
ve	I-DATE
26	I-DATE
Aralık	I-DATE
2009	I-DATE
tarihleri	I-DATE
arasında	O
Mac'ler	O
için	O
Güncel	O
Programa	O
geçerlidir	O
.	O

Mac	B-PRODUCT
OS	I-PRODUCT
X	I-PRODUCT
Snow	I-PRODUCT
Leopard	I-PRODUCT
,	O
aşağıdaki	O
değişiklikleri	O
içerir	O
:	O

Cisco	B-GPE
,	O
ABD'nin	B-GPE
Teksas	I-GPE
eyaletinde	O
Eastland	B-GPE
İdari	O
Bölgesi'ne	O
bağlı	O
bulunan	O
şehirlerden	O
biridir	O
.	O

Hilton	B-ORG
oteller	O
zinciri	O
sahibi	O
Conrad	O
Hilton	O
şirketinin	O
ilk	B-ORDINAL
otel	O
zincirlerinden	O
birini	O
Cisco'da	O
başlatmıştır	O
.	O

Tony	B-PERSON
Stark'ın	I-PERSON
babası	O
ve	O
Stark	B-ORG
Endüstrilerinin	I-ORG
kurucusudur	O
.	O

Sucre	B-GPE
,	O
Bolivya'nın	B-GPE
başkenti	O
olan	O
şehir	O
.	O

Sucre	B-GPE
,	O
Bolivya'nın	B-GPE
Yargıtay'ı	O
olan	O
Corte	B-ORG
Suprema	I-ORG
de	I-ORG
Justicia'yı	O
barındırdığı	O
gibi	O
,	O
Chuquisaca	B-LOC
bölgesinin	O
de	O
bölgesel	O
başkentidir	O
.	O

Denizden	O
2800	B-QUANTITY
metre	I-QUANTITY
yüksekte	O
kurulu	O
kent	O
,	O
geçmişinde	O
Charcas	B-GPE
,	O
La	B-GPE
Plata	I-GPE
ve	O
Chuquisaca	B-GPE
adlarını	O
taşımıştır	O
.	O

2000	B-DATE
nüfus	O
sayımına	O
göre	O
popülasyonu	O
683	B-CARDINAL
kişidir	O
.	O

Bu	O
arazinin	O
denizden	O
kazanılması	O
süreci	O
1932'de	B-DATE
başlatılmış	O
ve	O
planlan	O
arazi	O
kazancı	O
ile	O
1968'de	B-DATE
bitirilmiştir	O
.	O

Hollanda	B-NORP
pdiğerolitikacıları	O
bu	O
konuyu	O
epeyce	O
zamandır	O
