1.	O
Auf	O
die	O
Revision	O
des	O
Angeklagten	O
wird	O
das	O
Urteil	O
der	O
auswärtigen	B-ORG
großen	I-ORG
Strafkammer	I-ORG
des	I-ORG
Landgerichts	I-ORG
Kleve	I-ORG
in	I-ORG
Moers	I-ORG
vom	O
12.	B-DATE
Oktober	I-DATE
2017	I-DATE

a	O
)	O
mit	O
den	O
zugehörigen	O
Feststellungen	O
aufgehoben	O
,	O
soweit	O
von	O
einer	O
Unterbringung	O
in	O
einer	O
Entziehungsanstalt	O
abgesehen	O
worden	O
ist	O
,	O

b	O
)	O
im	O
Ausspruch	O
über	O
die	O
Sperre	O
für	O
die	O
Erteilung	O
einer	O
Fahrerlaubnis	O
dahin	O
neu	O
gefasst	O
,	O
dass	O
die	O
Verwaltungsbehörde	O
angewiesen	O
wird	O
,	O
dem	O
Angeklagten	O
vor	O
Ablauf	O
von	O
einem	B-DATE
Jahr	I-DATE
keine	O
neue	O
Fahrerlaubnis	O
zu	O
erteilen	O
und	O
ihm	O
vor	O
Ablauf	O
dieser	O
Zeit	O
das	O
Recht	O
,	O
von	O
einer	O
ausländischen	O
Fahrerlaubnis	O
im	O
Inland	O
Gebrauch	O
zu	O
machen	O
,	O
nicht	O
wieder	O
zu	O
erteilen	O
.	O

Im	O
Umfang	O
der	O
Aufhebung	O
wird	O
die	O
Sache	O
zu	O
neuer	O
Verhandlung	O
und	O
Entscheidung	O
,	O
auch	O
über	O
die	O
Kosten	O
des	O
Rechtsmittels	O
,	O
an	O
eine	O
andere	O
Strafkammer	O
des	O
Landgerichts	O
zurückverwiesen	O
.	O

2.	B-CARDINAL
Die	O
weitergehende	O
Revision	O
wird	O
verworfen	O
.	O

Das	O
Landgericht	O
hat	O
den	O
Angeklagten	O
wegen	O
Einfuhr	O
von	O
Betäubungsmitteln	O
in	O
nicht	O
geringer	O
Menge	O
in	O
Tateinheit	O
mit	O
Beihilfe	O
zum	O
Handeltreiben	O
mit	O
Betäubungsmitteln	O
in	O
nicht	O
geringer	O
Menge	O
und	O
vorsätzlichem	O
Fahren	O
ohne	O
Fahrerlaubnis	O
zu	O
einer	O
Freiheitsstrafe	O
von	O
drei	B-DATE
Jahren	I-DATE
und	I-DATE
sechs	I-DATE
Monaten	I-DATE
verurteilt	O
;	O
zudem	O
hat	O
es	O
die	O
Verwaltungsbehörde	O
angewiesen	O
,	O
"	O
dem	O
Angeklagten	O
vor	O
Ablauf	O
von	O
12	B-DATE
Monaten	I-DATE
keine	O
neue	O
Fahrerlaubnis	O
zu	O
erteilen	O
und	O
ihm	O
vor	O
Ablauf	O
dieser	O
Zeit	O
das	O
Recht	O
von	O
einer	O
ausländischen	O
Fahrerlaubnis	O
im	O
Inland	O
Gebrauch	O
zu	O
machen	O
wieder	O
zu	O
erteilen	O
"	O
.	O

Die	O
auf	O
die	O
allgemeine	O
Sachrüge	O
gestützte	O
Revision	O
des	O
Angeklagten	O
hat	O
den	O
aus	O
der	O
Entscheidungsformel	O
ersichtlichen	O
Teilerfolg	O
,	O
im	O
Übrigen	O
ist	O
sie	O
unbegründet	O
im	O
Sinne	O
des	O
§	B-LAW
349	I-LAW
Abs.	I-LAW
2	I-LAW
StPO	I-LAW
.	O

1.	B-CARDINAL
Hinsichtlich	O
des	O
Schuld-	O
und	O
Strafausspruchs	O
weist	O
das	O
Urteil	O
keinen	O
durchgreifenden	O
Rechtsfehler	O
zum	O
Nachteil	O
des	O
Angeklagten	O
auf	O
.	O

Auch	O
die	O
Überprüfung	O
der	O
Entscheidung	O
zur	O
Maßregel	O
nach	O
§	B-LAW
69a	I-LAW
Abs.	I-LAW
1	I-LAW
Satz	I-LAW
